DATETIME,Total Score,AREA NAME,LAT,LON
2025-01-11 00:00:00,79.033646,Southwest,34.0099,-118.3089
2025-01-11 00:00:00,73.80222,Topanga,34.2234,-118.5932
2025-01-11 01:00:00,81.6173,Hollywood,34.1034,-118.3325
2025-01-11 01:00:00,76.47123,Mission,34.3198,-118.4622
2025-01-11 02:00:00,76.83719,Mission,34.216,-118.4678
2025-01-11 02:00:00,72.25045,Wilshire,34.0522,-118.3494
2025-01-11 03:00:00,79.04223,Hollywood,34.1043,-118.3224
2025-01-11 03:00:00,75.80137,Southwest,34.0246,-118.297
2025-01-11 03:00:00,70.95512,Topanga,34.2176,-118.6045
2025-01-11 05:00:00,73.26299,Mission,34.2336,-118.4322
2025-01-11 07:00:00,70.40693,Mission,34.3035,-118.419
2025-01-11 08:00:00,73.14022,Southwest,34.021,-118.3029
2025-01-11 11:00:00,73.71625,Southwest,34.0219,-118.3119
2025-01-11 11:00:00,73.19085,Wilshire,34.0735,-118.3828
2025-01-11 12:00:00,71.623085,Mission,34.2127,-118.4309
2025-01-11 12:00:00,74.378914,Southwest,34.0137,-118.3089
2025-01-11 12:00:00,72.4002,Topanga,34.2053,-118.6517
2025-01-11 12:00:00,73.3186,Wilshire,34.0818,-118.3487
2025-01-11 13:00:00,75.400764,Southwest,34.0313,-118.3547
2025-01-11 13:00:00,74.12213,Wilshire,34.0662,-118.3506
2025-01-11 14:00:00,72.94674,Mission,34.2386,-118.4464
2025-01-11 14:00:00,76.07241,Southwest,34.0251,-118.287
2025-01-11 14:00:00,74.55592,Topanga,34.1679,-118.5974
2025-01-11 15:00:00,76.22894,Hollywood,34.0967,-118.3031
2025-01-11 15:00:00,74.131165,Mission,34.2246,-118.4633
2025-01-11 16:00:00,74.864204,Mission,34.2353,-118.4404
2025-01-11 16:00:00,78.63824,Southwest,34.0055,-118.3193
2025-01-11 17:00:00,77.76509,Hollywood,34.1016,-118.332
2025-01-11 17:00:00,76.06713,Mission,34.2297,-118.4463
