DATE OCC,TIME OCC,Total Score,AREA NAME,LAT,LON
2025-02-05,18.0,45.0,Hollywood,34.1054,-118.3035
2025-02-05,18.0,210.0,Southwest,34.0083,-118.2915
2025-02-05,18.0,70.0,Topanga,34.2047,-118.5994
2025-02-05,19.0,45.0,Hollywood,34.1039,-118.305
2025-02-05,19.0,135.0,Mission,34.2153,-118.4519
2025-02-05,20.0,45.0,Mission,34.2689,-118.4429
2025-02-05,20.0,70.0,Southwest,34.03,-118.3658
2025-02-05,20.0,45.0,Wilshire,34.0535,-118.325
2025-02-05,21.0,115.0,Mission,34.2336,-118.4517
2025-02-05,21.0,45.0,Southwest,34.0326,-118.3338
2025-02-05,22.0,185.0,Southwest,34.0256,-118.3156
2025-02-05,23.0,90.0,Southwest,34.0258,-118.2775
2025-02-06,0.0,70.0,Southwest,34.0268,-118.2896
2025-02-06,0.0,25.0,Topanga,34.1879,-118.6522
2025-02-06,1.0,45.0,Southwest,34.0268,-118.2808
2025-02-06,5.0,70.0,Southwest,34.0148,-118.3222
2025-02-06,6.0,45.0,Mission,34.2427,-118.4702
2025-02-06,8.0,185.0,Hollywood,34.0981,-118.318
2025-02-06,8.0,45.0,Southwest,34.0238,-118.3669
2025-02-06,9.0,25.0,Southwest,34.0328,-118.2903
2025-02-06,9.0,95.0,Topanga,34.1737,-118.564
2025-02-06,9.0,140.0,Wilshire,34.0601,-118.3629
2025-02-06,10.0,70.0,Hollywood,34.0998,-118.3282
2025-02-06,10.0,70.0,Southwest,34.0326,-118.3405
2025-02-06,10.0,45.0,Topanga,34.1921,-118.5884
2025-02-06,11.0,70.0,Mission,34.3123,-118.4509
2025-02-06,13.0,70.0,Hollywood,34.098,-118.3441
2025-02-06,13.0,70.0,Mission,34.2374,-118.4698
2025-02-06,13.0,70.0,Wilshire,34.0399,-118.3248
2025-02-06,14.0,70.0,Hollywood,34.1016,-118.3417
2025-02-06,15.0,70.0,Wilshire,34.0425,-118.3258
2025-02-06,16.0,70.0,Mission,34.2356,-118.472
2025-02-06,16.0,70.0,Topanga,34.2355,-118.5976
2025-02-06,16.0,25.0,Wilshire,34.0726,-118.3463
2025-02-06,17.0,45.0,Southwest,34.0271,-118.3585
2025-02-06,17.0,70.0,Topanga,34.1925,-118.5955
2025-02-06,18.0,45.0,Mission,34.23,-118.4412
2025-02-06,18.0,230.0,Southwest,34.0258,-118.284
2025-02-06,21.0,70.0,Hollywood,34.1,-118.3113
2025-02-06,21.0,45.0,Mission,34.2504,-118.4364
2025-02-06,21.0,70.0,Southwest,34.0128,-118.3089
2025-02-06,21.0,140.0,Topanga,34.1926,-118.6059
2025-02-06,22.0,70.0,Hollywood,34.1016,-118.3333
2025-02-06,22.0,70.0,Mission,34.3238,-118.4387
2025-02-06,23.0,45.0,Mission,34.2178,-118.4287
2025-02-06,23.0,70.0,Topanga,34.2258,-118.5994
2025-02-07,0.0,45.0,Wilshire,34.0649,-118.3504
2025-02-07,1.0,140.0,Hollywood,34.0938,-118.3136
2025-02-07,1.0,70.0,Southwest,34.0356,-118.2943
2025-02-07,5.0,90.0,Wilshire,34.0835,-118.3386
2025-02-07,7.0,70.0,Mission,34.2354,-118.4517
2025-02-07,7.0,70.0,Topanga,34.1676,-118.6287
2025-02-07,8.0,45.0,Hollywood,34.0865,-118.3169
2025-02-07,8.0,45.0,Southwest,34.0328,-118.2903
2025-02-07,8.0,25.0,Topanga,34.1732,-118.6152
2025-02-07,9.0,45.0,Hollywood,34.1053,-118.3213
2025-02-07,9.0,95.0,Southwest,34.0192,-118.3319
2025-02-07,10.0,70.0,Southwest,34.0149,-118.3524
2025-02-07,11.0,45.0,Mission,34.3221,-118.4899
2025-02-07,12.0,120.0,Hollywood,34.1004,-118.373
2025-02-07,12.0,25.0,Topanga,34.1958,-118.5666
2025-02-07,13.0,70.0,Hollywood,34.098,-118.3295
2025-02-07,13.0,45.0,Mission,34.2216,-118.4488
2025-02-07,13.0,90.0,Southwest,34.0303,-118.284
2025-02-07,14.0,45.0,Hollywood,34.0945,-118.3603
2025-02-07,14.0,70.0,Mission,34.216,-118.4678
2025-02-07,14.0,250.0,Southwest,34.0303,-118.284
2025-02-07,14.0,70.0,Topanga,34.1646,-118.6233
2025-02-07,14.0,25.0,Wilshire,34.0761,-118.3553
2025-02-07,15.0,70.0,Hollywood,34.0908,-118.3266
2025-02-07,15.0,70.0,Mission,34.3245,-118.4076
2025-02-07,15.0,45.0,Wilshire,34.0761,-118.3766
2025-02-07,16.0,45.0,Mission,34.2198,-118.4553
2025-02-07,16.0,45.0,Topanga,34.1683,-118.5787
2025-02-07,16.0,25.0,Wilshire,34.0485,-118.3335
2025-02-07,17.0,90.0,Southwest,34.0055,-118.2915
2025-02-07,18.0,70.0,Hollywood,34.0928,-118.3158
2025-02-07,18.0,45.0,Southwest,34.023,-118.3283
2025-02-07,18.0,90.0,Wilshire,34.0624,-118.3525
2025-02-07,19.0,45.0,Mission,34.3224,-118.4764
2025-02-07,20.0,25.0,Topanga,34.1983,-118.5884
2025-02-07,21.0,90.0,Mission,34.2536,-118.463
2025-02-07,22.0,70.0,Hollywood,34.1018,-118.3071
2025-02-07,22.0,70.0,Southwest,34.0268,-118.2896
2025-02-07,22.0,70.0,Topanga,34.1817,-118.5975
2025-02-07,23.0,45.0,Topanga,34.1946,-118.6326
2025-02-07,23.0,70.0,Wilshire,34.0418,-118.3201
2025-02-08,0.0,25.0,Southwest,34.0111,-118.2872
2025-02-08,0.0,70.0,Topanga,34.1675,-118.6189
2025-02-08,1.0,70.0,Hollywood,34.1034,-118.3333
2025-02-08,1.0,70.0,Mission,34.2265,-118.4565
2025-02-08,3.0,70.0,Southwest,34.0328,-118.323
2025-02-08,3.0,70.0,Topanga,34.2096,-118.5841
2025-02-08,6.0,70.0,Topanga,34.1685,-118.6058
2025-02-08,7.0,70.0,Hollywood,34.1017,-118.3245
2025-02-08,8.0,25.0,Hollywood,34.1197,-118.3759
2025-02-08,9.0,70.0,Mission,34.2235,-118.4566
2025-02-08,9.0,25.0,Topanga,34.1827,-118.5903
2025-02-08,10.0,140.0,Southwest,34.0339,-118.2755
2025-02-08,10.0,90.0,Topanga,34.1905,-118.6059
2025-02-08,11.0,70.0,Mission,34.2265,-118.4654
2025-02-08,11.0,70.0,Topanga,34.1827,-118.5903
2025-02-08,12.0,90.0,Hollywood,34.1052,-118.3186
2025-02-08,12.0,95.0,Mission,34.3083,-118.4442
2025-02-08,13.0,70.0,Mission,34.2247,-118.4553
2025-02-08,14.0,70.0,Southwest,34.0342,-118.2816
2025-02-08,15.0,25.0,Hollywood,34.0962,-118.3483
2025-02-08,15.0,160.0,Southwest,34.0073,-118.298
2025-02-08,15.0,70.0,Topanga,34.1441,-118.5964
2025-02-08,16.0,70.0,Southwest,34.0312,-118.3338
2025-02-08,16.0,25.0,Topanga,34.1905,-118.6059
2025-02-08,16.0,140.0,Wilshire,34.0435,-118.3508
2025-02-08,17.0,70.0,Topanga,34.1938,-118.6029
2025-02-08,17.0,70.0,Wilshire,34.0836,-118.3511
2025-02-08,18.0,140.0,Southwest,34.0326,-118.3296
2025-02-08,18.0,25.0,Topanga,34.2067,-118.6553
2025-02-08,19.0,45.0,Hollywood,34.0928,-118.3157
2025-02-08,19.0,70.0,Mission,34.2337,-118.4676
2025-02-08,19.0,115.0,Southwest,34.0124,-118.3378
2025-02-08,20.0,70.0,Mission,34.2978,-118.4198
2025-02-08,20.0,70.0,Topanga,34.1992,-118.5943
2025-02-08,21.0,70.0,Southwest,34.0246,-118.3138
2025-02-08,21.0,45.0,Topanga,34.1938,-118.6029
2025-02-08,22.0,140.0,Hollywood,34.0998,-118.3237
2025-02-08,22.0,70.0,Mission,34.2913,-118.4502
2025-02-08,23.0,70.0,Hollywood,34.1017,-118.3245
2025-02-08,23.0,90.0,Southwest,34.0151,-118.3472
2025-02-09,0.0,70.0,Hollywood,34.1017,-118.3245
2025-02-09,1.0,280.0,Hollywood,34.1016,-118.3361
2025-02-09,1.0,90.0,Wilshire,34.0842,-118.3765
2025-02-09,2.0,230.0,Topanga,34.1884,-118.5797
2025-02-09,3.0,70.0,Topanga,34.1974,-118.5994
2025-02-09,6.0,70.0,Southwest,34.0309,-118.3089
2025-02-09,6.0,90.0,Wilshire,34.0665,-118.3662
2025-02-09,9.0,70.0,Mission,34.3039,-118.4789
2025-02-09,9.0,25.0,Southwest,34.0328,-118.2953
2025-02-09,9.0,25.0,Topanga,34.1974,-118.5977
2025-02-09,10.0,70.0,Hollywood,34.1053,-118.324
2025-02-09,10.0,70.0,Mission,34.309,-118.4719
2025-02-09,11.0,25.0,Hollywood,34.1016,-118.3361
2025-02-09,11.0,70.0,Mission,34.2249,-118.4637
2025-02-09,12.0,90.0,Hollywood,34.0962,-118.3398
2025-02-09,12.0,95.0,Topanga,34.2119,-118.6293
2025-02-09,13.0,70.0,Mission,34.2975,-118.4528
2025-02-09,13.0,70.0,Southwest,34.0315,-118.3292
2025-02-09,14.0,25.0,Hollywood,34.1016,-118.3361
2025-02-09,14.0,45.0,Southwest,34.0128,-118.3447
2025-02-09,15.0,70.0,Wilshire,34.0399,-118.3435
2025-02-09,16.0,90.0,Hollywood,34.1016,-118.3361
2025-02-09,16.0,70.0,Wilshire,34.0413,-118.3608
2025-02-09,17.0,70.0,Hollywood,34.095,-118.3056
2025-02-09,17.0,45.0,Mission,34.2338,-118.4301
2025-02-09,17.0,140.0,Southwest,34.0109,-118.3113
2025-02-09,17.0,70.0,Wilshire,34.0837,-118.3564
2025-02-09,18.0,70.0,Wilshire,34.0475,-118.3372
2025-02-09,19.0,70.0,Hollywood,34.1016,-118.3295
2025-02-09,19.0,115.0,Southwest,34.0305,-118.2865
2025-02-09,20.0,160.0,Southwest,34.0274,-118.3152
2025-02-09,20.0,90.0,Wilshire,34.073,-118.3236
2025-02-09,21.0,25.0,Topanga,34.166,-118.5705
2025-02-09,22.0,115.0,Southwest,34.0294,-118.3496
2025-02-09,23.0,70.0,Hollywood,34.1005,-118.3166
2025-02-09,23.0,115.0,Southwest,34.0171,-118.3531
2025-02-09,23.0,140.0,Topanga,34.1912,-118.5941
2025-02-10,0.0,70.0,Hollywood,34.0998,-118.3211
2025-02-10,2.0,70.0,Hollywood,34.0908,-118.3109
2025-02-10,2.0,70.0,Southwest,34.0183,-118.3536
2025-02-10,3.0,70.0,Southwest,34.0282,-118.3133
2025-02-10,8.0,70.0,Hollywood,34.1079,-118.3337
2025-02-10,8.0,25.0,Wilshire,34.0736,-118.3474
2025-02-10,9.0,115.0,Southwest,34.0278,-118.2783
2025-02-10,10.0,70.0,Hollywood,34.1,-118.3113
2025-02-10,10.0,70.0,Southwest,34.0173,-118.3224
2025-02-10,10.0,115.0,Wilshire,34.0497,-118.367
2025-02-10,11.0,70.0,Mission,34.2566,-118.4351
2025-02-10,12.0,75.0,Hollywood,34.0845,-118.3078
2025-02-10,12.0,50.0,Mission,34.2199,-118.413
2025-02-10,12.0,25.0,Topanga,34.1777,-118.6579
2025-02-10,13.0,70.0,Hollywood,34.1038,-118.3267
2025-02-10,13.0,70.0,Mission,34.2231,-118.4535
2025-02-10,14.0,70.0,Mission,34.218,-118.4688
2025-02-10,15.0,45.0,Mission,34.2336,-118.4517
2025-02-10,16.0,45.0,Mission,34.3208,-118.4594
2025-02-10,16.0,140.0,Topanga,34.1883,-118.6274
2025-02-10,17.0,45.0,Hollywood,34.0925,-118.3299
2025-02-10,18.0,135.0,Mission,34.2604,-118.4505
2025-02-10,18.0,45.0,Wilshire,34.0489,-118.363
2025-02-10,19.0,70.0,Southwest,34.0155,-118.3034
2025-02-10,19.0,70.0,Topanga,34.2188,-118.5885
2025-02-10,19.0,70.0,Wilshire,34.0761,-118.3555
2025-02-10,20.0,115.0,Mission,34.2985,-118.4205
2025-02-10,21.0,115.0,Mission,34.3204,-118.455
2025-02-10,21.0,140.0,Southwest,34.0164,-118.3312
2025-02-10,22.0,115.0,Mission,34.2994,-118.4169
2025-02-10,22.0,135.0,Topanga,34.2047,-118.5994
2025-02-10,22.0,160.0,Wilshire,34.0837,-118.3665
2025-02-10,23.0,140.0,Hollywood,34.1007,-118.3494
2025-02-10,23.0,70.0,Topanga,34.1875,-118.5633
2025-02-11,0.0,70.0,Hollywood,34.1016,-118.3361
2025-02-11,0.0,70.0,Southwest,34.0327,-118.3066
2025-02-11,3.0,45.0,Mission,34.2373,-118.4516
2025-02-11,3.0,70.0,Topanga,34.1937,-118.6212
2025-02-11,4.0,70.0,Hollywood,34.0871,-118.3321
2025-02-11,5.0,45.0,Southwest,34.0228,-118.3002
2025-02-11,7.0,45.0,Mission,34.2973,-118.409
2025-02-11,8.0,70.0,Topanga,34.2282,-118.6017
2025-02-11,8.0,160.0,Wilshire,34.0514,-118.3206
2025-02-11,9.0,25.0,Hollywood,34.0935,-118.3245
2025-02-11,9.0,70.0,Southwest,34.0099,-118.3089
2025-02-11,9.0,70.0,Wilshire,34.0356,-118.3638
2025-02-11,10.0,70.0,Hollywood,34.0871,-118.3386
2025-02-11,10.0,70.0,Mission,34.2492,-118.4423
2025-02-11,10.0,70.0,Southwest,34.0037,-118.3294
2025-02-11,12.0,70.0,Hollywood,34.0836,-118.3039
2025-02-11,12.0,25.0,Mission,34.23,-118.4553
2025-02-11,12.0,50.0,Southwest,34.0173,-118.3281
2025-02-11,12.0,25.0,Topanga,34.2092,-118.6278
2025-02-11,13.0,140.0,Hollywood,34.1038,-118.3151
2025-02-11,13.0,25.0,Mission,34.2326,-118.416
2025-02-11,14.0,45.0,Hollywood,34.098,-118.3223
2025-02-11,14.0,140.0,Wilshire,34.0375,-118.3742
2025-02-11,15.0,70.0,Topanga,34.2138,-118.5885
2025-02-11,16.0,70.0,Hollywood,34.0886,-118.3027
2025-02-11,16.0,70.0,Mission,34.2336,-118.4592
2025-02-11,16.0,185.0,Wilshire,34.0394,-118.3426
2025-02-11,17.0,70.0,Mission,34.2389,-118.4536
2025-02-11,17.0,70.0,Southwest,33.9964,-118.3294
2025-02-11,17.0,45.0,Wilshire,34.065,-118.3408
2025-02-11,18.0,25.0,Southwest,34.0126,-118.3403
2025-02-11,20.0,70.0,Mission,34.2647,-118.4517
2025-02-11,21.0,45.0,Mission,34.2536,-118.4554
2025-02-11,21.0,70.0,Southwest,34.0073,-118.2894
2025-02-11,22.0,45.0,Mission,34.3216,-118.4958
2025-02-11,23.0,70.0,Southwest,34.0054,-118.3338
2025-02-11,23.0,70.0,Wilshire,34.0699,-118.3511
2025-02-12,0.0,25.0,Hollywood,34.0998,-118.3324
2025-02-12,0.0,95.0,Southwest,34.0127,-118.3204
2025-02-12,6.0,25.0,Southwest,34.0025,-118.3236
2025-02-12,7.0,45.0,Mission,34.3033,-118.414
2025-02-12,8.0,115.0,Mission,34.2932,-118.4498
2025-02-12,8.0,25.0,Wilshire,34.0783,-118.3498
2025-02-12,9.0,25.0,Mission,34.23,-118.4553
2025-02-12,10.0,70.0,Hollywood,34.0998,-118.3282
2025-02-12,10.0,25.0,Topanga,34.2139,-118.586
2025-02-12,10.0,70.0,Wilshire,34.0736,-118.3795
2025-02-12,11.0,70.0,Southwest,34.0109,-118.2959
2025-02-12,11.0,70.0,Topanga,34.1763,-118.5745
2025-02-12,12.0,70.0,Hollywood,34.0948,-118.3136
2025-02-12,12.0,70.0,Southwest,34.0263,-118.3248
2025-02-12,12.0,75.0,Topanga,34.1732,-118.6561
2025-02-12,13.0,70.0,Wilshire,34.0853,-118.3487
2025-02-12,14.0,70.0,Southwest,34.0072,-118.3239
2025-02-12,15.0,45.0,Mission,34.3226,-118.4639
2025-02-12,15.0,70.0,Wilshire,34.0399,-118.3272
2025-02-12,16.0,90.0,Southwest,34.0256,-118.3439
2025-02-12,17.0,70.0,Mission,34.2913,-118.4502
2025-02-12,17.0,70.0,Southwest,34.0326,-118.3384
2025-02-12,19.0,45.0,Mission,34.3086,-118.4317
2025-02-12,20.0,45.0,Mission,34.2155,-118.4287
2025-02-12,20.0,70.0,Topanga,34.2239,-118.6017
2025-02-12,20.0,70.0,Wilshire,34.051,-118.3548
2025-02-12,21.0,70.0,Hollywood,34.0907,-118.3384
2025-02-12,21.0,70.0,Southwest,34.0309,-118.3695
2025-02-12,22.0,45.0,Southwest,34.0291,-118.3054
2025-02-12,23.0,45.0,Hollywood,34.0926,-118.3266
2025-02-12,23.0,90.0,Southwest,34.0037,-118.3171
2025-02-13,0.0,70.0,Mission,34.2268,-118.4499
2025-02-13,1.0,45.0,Southwest,34.0142,-118.3281
2025-02-13,2.0,70.0,Southwest,34.0074,-118.2872
2025-02-13,4.0,45.0,Hollywood,34.1016,-118.3387
2025-02-13,5.0,95.0,Southwest,34.0156,-118.3132
2025-02-13,7.0,70.0,Topanga,34.2143,-118.5666
2025-02-13,7.0,70.0,Wilshire,34.0466,-118.3261
2025-02-13,8.0,70.0,Hollywood,34.1291,-118.3467
2025-02-13,8.0,70.0,Wilshire,34.0488,-118.3749
2025-02-13,9.0,70.0,Hollywood,34.1016,-118.3452
2025-02-13,9.0,45.0,Southwest,34.0212,-118.3189
2025-02-13,9.0,70.0,Topanga,34.1946,-118.6315
2025-02-13,10.0,25.0,Wilshire,34.0753,-118.3858
2025-02-13,11.0,50.0,Mission,34.307,-118.4297
2025-02-13,11.0,45.0,Southwest,34.0256,-118.3484
2025-02-13,11.0,70.0,Wilshire,34.0364,-118.3625
2025-02-13,12.0,115.0,Hollywood,34.0944,-118.3277
2025-02-13,12.0,230.0,Mission,34.2354,-118.4481
2025-02-13,12.0,115.0,Topanga,34.1651,-118.6262
2025-02-13,12.0,115.0,Wilshire,34.0548,-118.3583
2025-02-13,14.0,70.0,Hollywood,34.0998,-118.3295
2025-02-13,14.0,115.0,Southwest,34.0099,-118.3113
2025-02-13,16.0,70.0,Southwest,34.0347,-118.2792
2025-02-13,17.0,115.0,Hollywood,34.098,-118.3267
2025-02-13,17.0,45.0,Mission,34.2428,-118.4252
2025-02-13,17.0,70.0,Southwest,34.0338,-118.3155
2025-02-13,17.0,25.0,Topanga,34.2019,-118.6262
2025-02-13,18.0,70.0,Mission,34.2557,-118.439
2025-02-13,18.0,45.0,Southwest,34.0261,-118.3662
2025-02-13,19.0,25.0,Hollywood,34.0926,-118.3416
2025-02-13,20.0,135.0,Hollywood,34.1016,-118.3387
2025-02-13,20.0,70.0,Mission,34.2685,-118.4694
2025-02-13,21.0,115.0,Mission,34.3027,-118.4469
2025-02-13,22.0,45.0,Wilshire,34.0677,-118.3548
2025-02-13,23.0,70.0,Southwest,34.0328,-118.2991
2025-02-14,0.0,70.0,Topanga,34.1891,-118.6368
2025-02-14,1.0,140.0,Hollywood,34.0944,-118.318
2025-02-14,1.0,70.0,Southwest,34.0201,-118.3672
2025-02-14,2.0,140.0,Mission,34.3024,-118.477
2025-02-14,3.0,45.0,Mission,34.3109,-118.4396
2025-02-14,5.0,70.0,Hollywood,34.0899,-118.3223
2025-02-14,6.0,70.0,Mission,34.3185,-118.4008
2025-02-14,7.0,70.0,Hollywood,34.1053,-118.3158
2025-02-14,7.0,45.0,Mission,34.2283,-118.4329
2025-02-14,8.0,25.0,Hollywood,34.1032,-118.3333
2025-02-14,9.0,25.0,Topanga,34.2139,-118.5754
2025-02-14,10.0,135.0,Mission,34.3089,-118.4613
2025-02-14,11.0,70.0,Mission,34.2268,-118.4499
2025-02-14,11.0,25.0,Wilshire,34.0854,-118.3742
2025-02-14,12.0,70.0,Hollywood,34.0944,-118.318
2025-02-14,12.0,95.0,Mission,34.2268,-118.4499
2025-02-14,12.0,25.0,Topanga,34.1778,-118.5672
2025-02-14,13.0,45.0,Topanga,34.1585,-118.5917
2025-02-14,14.0,70.0,Hollywood,34.0871,-118.331
2025-02-14,14.0,45.0,Southwest,34.0168,-118.3491
2025-02-14,14.0,25.0,Topanga,34.1792,-118.6088
2025-02-14,15.0,70.0,Hollywood,34.1017,-118.3224
2025-02-14,15.0,90.0,Southwest,34.0065,-118.2872
2025-02-14,15.0,45.0,Topanga,34.2,-118.5666
2025-02-14,16.0,25.0,Hollywood,34.0835,-118.3244
2025-02-14,16.0,90.0,Southwest,34.0054,-118.3338
2025-02-14,16.0,95.0,Topanga,34.1532,-118.6174
2025-02-14,16.0,140.0,Wilshire,34.0473,-118.3213
2025-02-14,17.0,45.0,Mission,34.2988,-118.4237
2025-02-14,17.0,45.0,Southwest,34.0146,-118.313
2025-02-14,18.0,95.0,Mission,34.3052,-118.4277
2025-02-14,19.0,115.0,Mission,34.3126,-118.4766
2025-02-14,20.0,70.0,Mission,34.3131,-118.4632
2025-02-14,20.0,70.0,Southwest,34.0149,-118.3524
2025-02-14,20.0,140.0,Wilshire,34.0836,-118.3511
2025-02-14,21.0,25.0,Southwest,34.0228,-118.3119
2025-02-14,21.0,90.0,Topanga,34.1992,-118.5943
2025-02-14,22.0,70.0,Hollywood,34.0944,-118.3277
2025-02-14,22.0,240.0,Mission,34.2281,-118.4264
2025-02-14,22.0,70.0,Southwest,34.0141,-118.2974
2025-02-14,22.0,25.0,Topanga,34.1938,-118.571
2025-02-14,23.0,70.0,Topanga,34.22,-118.5885
2025-02-15,0.0,70.0,Hollywood,34.1016,-118.3387
2025-02-15,0.0,95.0,Mission,34.2231,-118.4677
2025-02-15,0.0,70.0,Southwest,34.0173,-118.3536
2025-02-15,0.0,70.0,Wilshire,34.0736,-118.3386
2025-02-15,1.0,100.0,Hollywood,34.1078,-118.3274
2025-02-15,2.0,210.0,Hollywood,34.1016,-118.331
2025-02-15,3.0,70.0,Southwest,34.0087,-118.2857
2025-02-15,4.0,70.0,Southwest,34.0073,-118.3108
2025-02-15,4.0,70.0,Wilshire,34.0688,-118.3598
2025-02-15,5.0,70.0,Topanga,34.1753,-118.6057
2025-02-15,7.0,45.0,Hollywood,34.0941,-118.3036
2025-02-15,9.0,70.0,Mission,34.3102,-118.4338
2025-02-15,10.0,70.0,Southwest,34.0064,-118.2915
2025-02-15,10.0,70.0,Topanga,34.1938,-118.5623
2025-02-15,11.0,70.0,Mission,34.3102,-118.4338
2025-02-15,11.0,140.0,Southwest,34.0348,-118.2876
2025-02-15,11.0,70.0,Topanga,34.2083,-118.5776
2025-02-15,12.0,70.0,Hollywood,34.1016,-118.3387
2025-02-15,12.0,95.0,Mission,34.2616,-118.4552
2025-02-15,12.0,25.0,Topanga,34.1996,-118.6146
2025-02-15,13.0,70.0,Mission,34.2152,-118.451
2025-02-15,13.0,45.0,Wilshire,34.0501,-118.3442
2025-02-15,14.0,45.0,Hollywood,34.1084,-118.345
2025-02-15,14.0,25.0,Southwest,34.0207,-118.3002
2025-02-15,15.0,115.0,Hollywood,34.1016,-118.3361
2025-02-15,15.0,70.0,Southwest,34.0146,-118.313
2025-02-15,16.0,70.0,Mission,34.2421,-118.4261
2025-02-15,16.0,70.0,Southwest,34.035,-118.2811
2025-02-15,17.0,115.0,Wilshire,34.0746,-118.3765
2025-02-15,18.0,250.0,Hollywood,34.098,-118.3468
2025-02-15,18.0,70.0,Southwest,34.0174,-118.311
2025-02-15,19.0,95.0,Hollywood,34.0908,-118.3277
2025-02-15,19.0,115.0,Southwest,34.021,-118.2823
2025-02-15,19.0,45.0,Wilshire,34.0762,-118.336
2025-02-15,20.0,205.0,Mission,34.3083,-118.4177
2025-02-15,20.0,70.0,Topanga,34.1946,-118.6294
2025-02-15,21.0,70.0,Mission,34.2184,-118.4547
2025-02-15,21.0,70.0,Southwest,34.0052,-118.3523
2025-02-15,22.0,70.0,Mission,34.2331,-118.4643
2025-02-15,22.0,70.0,Topanga,34.1646,-118.5884
2025-02-15,23.0,45.0,Southwest,34.0191,-118.3507
2025-02-15,23.0,70.0,Topanga,34.2234,-118.5932
2025-02-16,0.0,25.0,Mission,34.3266,-118.4323
2025-02-16,0.0,25.0,Wilshire,34.0609,-118.3337
2025-02-16,1.0,70.0,Hollywood,34.1136,-118.3695
2025-02-16,1.0,70.0,Southwest,34.0109,-118.3092
2025-02-16,1.0,140.0,Wilshire,34.0478,-118.3459
2025-02-16,2.0,45.0,Hollywood,34.0998,-118.3252
2025-02-16,2.0,70.0,Mission,34.2138,-118.4553
2025-02-16,3.0,70.0,Hollywood,34.1016,-118.3267
2025-02-16,3.0,45.0,Topanga,34.1975,-118.5634
2025-02-16,4.0,90.0,Hollywood,34.0987,-118.3337
2025-02-16,5.0,70.0,Hollywood,34.0981,-118.32
2025-02-16,5.0,45.0,Topanga,34.2138,-118.5885
2025-02-16,8.0,25.0,Southwest,34.0291,-118.3669
2025-02-16,9.0,95.0,Southwest,34.0178,-118.2811
2025-02-16,10.0,70.0,Topanga,34.2083,-118.5776
2025-02-16,11.0,70.0,Southwest,34.0141,-118.2978
2025-02-16,12.0,70.0,Hollywood,34.0835,-118.3146
2025-02-16,12.0,70.0,Mission,34.323,-118.4694
2025-02-16,12.0,45.0,Southwest,34.0178,-118.3354
2025-02-16,12.0,25.0,Wilshire,34.0656,-118.3679
2025-02-16,13.0,70.0,Topanga,34.2282,-118.5951
2025-02-16,14.0,25.0,Hollywood,34.1015,-118.3425
2025-02-16,14.0,210.0,Mission,34.3005,-118.4678
2025-02-16,14.0,70.0,Southwest,34.0327,-118.3002
2025-02-16,15.0,70.0,Hollywood,34.0948,-118.3136
2025-02-16,16.0,140.0,Topanga,34.2355,-118.605
2025-02-16,16.0,70.0,Wilshire,34.0473,-118.3213
2025-02-16,17.0,45.0,Hollywood,34.0944,-118.3483
2025-02-16,17.0,70.0,Topanga,34.1753,-118.6057
2025-02-16,18.0,70.0,Mission,34.3239,-118.4272
2025-02-16,18.0,25.0,Wilshire,34.0455,-118.3177
2025-02-16,19.0,115.0,Southwest,34.0249,-118.369
2025-02-16,19.0,90.0,Topanga,34.1622,-118.6336
2025-02-16,19.0,70.0,Wilshire,34.0324,-118.3769
2025-02-16,20.0,45.0,Hollywood,34.0919,-118.3077
2025-02-16,20.0,140.0,Mission,34.2489,-118.4403
2025-02-16,21.0,140.0,Hollywood,34.1034,-118.3325
2025-02-16,21.0,70.0,Mission,34.2346,-118.4649
2025-02-16,21.0,70.0,Southwest,34.0199,-118.3363
2025-02-16,21.0,95.0,Topanga,34.1715,-118.5974
2025-02-16,22.0,70.0,Mission,34.2332,-118.442
2025-02-16,22.0,45.0,Southwest,34.0312,-118.3327
2025-02-16,22.0,45.0,Topanga,34.1992,-118.5885
2025-02-16,23.0,70.0,Wilshire,34.0677,-118.3548
2025-02-17,1.0,70.0,Hollywood,34.1034,-118.3325
2025-02-17,1.0,90.0,Mission,34.2421,-118.4261
2025-02-17,1.0,140.0,Southwest,34.0305,-118.3615
2025-02-17,2.0,70.0,Mission,34.3086,-118.4317
2025-02-17,2.0,140.0,Topanga,34.2024,-118.6308
2025-02-17,4.0,70.0,Mission,34.2364,-118.4177
2025-02-17,6.0,45.0,Mission,34.2216,-118.4488
2025-02-17,7.0,45.0,Mission,34.2319,-118.4633
2025-02-17,7.0,70.0,Topanga,34.1829,-118.6059
2025-02-17,8.0,25.0,Mission,34.2153,-118.4519
2025-02-17,9.0,140.0,Mission,34.2384,-118.4239
2025-02-17,9.0,25.0,Southwest,34.0192,-118.304
2025-02-17,9.0,25.0,Topanga,34.187,-118.6059
2025-02-17,12.0,140.0,Hollywood,34.098,-118.3267
2025-02-17,12.0,165.0,Mission,34.287,-118.4558
2025-02-17,13.0,115.0,Hollywood,34.0926,-118.3363
2025-02-17,15.0,90.0,Mission,34.251,-118.4428
2025-02-17,15.0,70.0,Topanga,34.1956,-118.599
2025-02-17,16.0,25.0,Hollywood,34.0993,-118.3158
2025-02-17,16.0,140.0,Southwest,34.0094,-118.2827
2025-02-17,17.0,90.0,Mission,34.2996,-118.4522
2025-02-17,17.0,45.0,Southwest,34.0145,-118.298
